%
% index = 2420, name = bbob_f006_i02_d20__bbob_f014_i04_d20
% instance = 1, reference value = 9.411275780399420e-001
% function evaluation | indicator value | target hit
1	5.489625424268100e+003	5.495408738576249e+003
2	2.467840591795924e+002	2.511886431509580e+002
227	1.455951065188769e+002	1.479108388168207e+002
1041	1.442163414169620e+002	1.445439770745928e+002
1198	1.091444560886607e+002	1.096478196143185e+002
1510	1.053161869891080e+002	1.071519305237606e+002
1698	8.927404381655836e+001	9.120108393559097e+001
1709	8.325930076688736e+001	8.511380382023764e+001
1793	8.016509254928900e+001	8.128305161640991e+001
1935	7.860985521422730e+001	7.943282347242814e+001
1946	7.603111753158611e+001	7.762471166286916e+001
2282	7.346719052777280e+001	7.413102413009177e+001
2318	6.557202438422306e+001	6.606934480075961e+001
2458	6.058734857534026e+001	6.165950018614822e+001
2494	4.629896208509549e+001	4.677351412871981e+001
2866	4.406116339405097e+001	4.466835921509630e+001
2893	4.364726257387112e+001	4.365158322401658e+001
2926	4.237525398180977e+001	4.265795188015925e+001
2956	4.007647166196396e+001	4.073802778041128e+001
3036	3.696056405609313e+001	3.715352290971726e+001
3054	3.324119909530042e+001	3.388441561392025e+001
3206	3.252685854430072e+001	3.311311214825911e+001
3613	2.892075663507676e+001	2.951209226666386e+001
3708	2.514820003866350e+001	2.570395782768863e+001
3821	2.423702226713994e+001	2.454708915685030e+001
3843	2.338818154541873e+001	2.344228815319923e+001
4159	2.259033615905902e+001	2.290867652767774e+001
4170	2.134640339753861e+001	2.137962089502232e+001
4538	1.924268300026096e+001	1.949844599758045e+001
4666	1.889732552803145e+001	1.905460717963247e+001
4689	1.775201130274080e+001	1.778279410038923e+001
4741	1.677693035030646e+001	1.698243652461744e+001
4869	1.515002695358383e+001	1.548816618912481e+001
4935	1.459664810301993e+001	1.479108388168207e+001
5043	1.035621811657897e+001	1.047128548050900e+001
6717	1.004813086401207e+001	1.023292992280754e+001
6970	9.719838768441942e+000	9.772372209558107e+000
7102	9.094360758077244e+000	9.120108393559097e+000
7324	8.566827638859776e+000	8.709635899560805e+000
7365	8.432352381386895e+000	8.511380382023766e+000
7447	7.079902869297036e+000	7.244359600749901e+000
7768	6.874624908944198e+000	6.918309709189365e+000
8700	6.371572685358594e+000	6.456542290346556e+000
8764	6.165760045272989e+000	6.165950018614822e+000
8891	5.659603937439037e+000	5.754399373371570e+000
9091	5.587715006596942e+000	5.623413251903491e+000
9148	5.005576687413942e+000	5.011872336272722e+000
9206	4.219877814260720e+000	4.265795188015927e+000
9890	4.167331656728393e+000	4.168693834703354e+000
10030	3.949913058967705e+000	3.981071705534972e+000
10196	3.847441495720641e+000	3.890451449942806e+000
10200	3.558669038116252e+000	3.630780547701014e+000
10410	3.433115337507896e+000	3.467368504525317e+000
10584	3.361626045566589e+000	3.388441561392026e+000
10819	3.307972649606141e+000	3.311311214825911e+000
10866	3.208276127925157e+000	3.235936569296283e+000
11626	3.122155813711095e+000	3.162277660168379e+000
12130	3.005025246281531e+000	3.019951720402016e+000
12732	2.784406670121442e+000	2.818382931264454e+000
13342	2.715769156867891e+000	2.754228703338166e+000
13390	2.608278821909261e+000	2.630267991895382e+000
13554	2.561708520843069e+000	2.570395782768864e+000
14213	2.489917362795994e+000	2.511886431509580e+000
14272	2.391299841549619e+000	2.398832919019490e+000
15770	2.344035056879942e+000	2.344228815319922e+000
16606	2.255077489432442e+000	2.290867652767773e+000
17065	2.224524761307442e+000	2.238721138568339e+000
17244	2.177924460752442e+000	2.187761623949553e+000
18648	2.106496675279942e+000	2.137962089502232e+000
18790	2.069506110431942e+000	2.089296130854040e+000
19014	1.994039029833942e+000	1.995262314968880e+000
19886	1.949256917075442e+000	1.949844599758045e+000
19947	1.862022179473942e+000	1.862087136662868e+000
20231	1.735942347355942e+000	1.737800828749375e+000
20285	1.620700747291942e+000	1.621810097358930e+000
21227	1.575145373159942e+000	1.584893192461114e+000
22007	1.545883315905942e+000	1.548816618912481e+000
22103	1.502871635178942e+000	1.513561248436208e+000
22661	1.473472124820442e+000	1.479108388168207e+000
23164	1.439095526710442e+000	1.445439770745927e+000
23707	1.391936241006942e+000	1.412537544622754e+000
23786	1.357314579486442e+000	1.380384264602885e+000
24259	1.298497720222442e+000	1.318256738556407e+000
25132	1.214402597526442e+000	1.230268770812382e+000
25418	1.193455824065442e+000	1.202264434617413e+000
26102	1.156361141108942e+000	1.174897554939530e+000
26413	1.147852382555442e+000	1.148153621496883e+000
26784	1.107236129518442e+000	1.122018454301963e+000
26978	1.071289613724942e+000	1.071519305237606e+000
27684	1.038175743170942e+000	1.047128548050900e+000
28345	9.847212225189419e-001	1.000000000000000e+000
29001	9.755099321714420e-001	9.772372209558107e-001
29890	9.355907596700884e-001	9.549925860214360e-001
30109	9.309866759035761e-001	9.332543007969910e-001
30526	9.110285973115238e-001	9.120108393559098e-001
30811	8.888735394547788e-001	8.912509381337456e-001
30997	8.588143014339380e-001	8.709635899560806e-001
31228	8.509962072083306e-001	8.511380382023764e-001
31622	8.268448333077504e-001	8.317637711026710e-001
