%
% index = 530, name = bbob_f020_i02_d02__bbob_f021_i04_d02
% instance = 1, reference value = 9.435639473453650e-001
% function evaluation | indicator value | target hit
1	1.863357590096731e+003	1.905460717963246e+003
2	9.255218977290900e+002	9.332543007969915e+002
3	6.313700099486325e+002	6.456542290346556e+002
5	4.676670042606053e+002	4.677351412871981e+002
6	1.948867517074288e+001	1.949844599758045e+001
13	1.254790440831441e+001	1.258925411794168e+001
244	1.272765867457865e+000	1.288249551693134e+000
347	7.963414622802021e-001	8.128305161640993e-001
380	3.264371560235233e-001	3.311311214825911e-001
429	1.040719506971165e-001	1.047128548050900e-001
630	9.539168324727121e-002	9.549925860214359e-002
744	8.080755978073795e-002	8.128305161640990e-002
785	7.901236510843723e-002	7.943282347242814e-002
1041	6.787832181964149e-002	6.918309709189366e-002
1186	5.393641778515068e-002	5.495408738576246e-002
1287	3.453239261281338e-002	3.467368504525317e-002
1358	3.004702824178673e-002	3.019951720402016e-002
1617	2.400216182429538e-002	2.454708915685030e-002
1624	2.396075039591239e-002	2.398832919019490e-002
1934	2.325768381133220e-002	2.344228815319923e-002
1955	2.275289506889944e-002	2.290867652767774e-002
1958	1.244253901027714e-002	1.258925411794168e-002
2084	1.173505445416212e-002	1.174897554939530e-002
2178	1.055783879058025e-002	1.071519305237607e-002
2483	1.046686141681552e-002	1.047128548050900e-002
2497	5.749456381556994e-003	5.754399373371567e-003
2597	4.936608867769365e-003	5.011872336272725e-003
2651	4.821706586716323e-003	4.897788193684461e-003
2662	4.621368311832463e-003	4.677351412871981e-003
2760	4.427272537401494e-003	4.466835921509631e-003
2868	4.029875523852811e-003	4.073802778041126e-003
2957	3.977867109548838e-003	3.981071705534973e-003
2987	3.859028000876674e-003	3.890451449942805e-003
3052	3.798075518838928e-003	3.801893963205613e-003
3066	3.689148445810586e-003	3.715352290971724e-003
3245	3.527709466983553e-003	3.548133892335753e-003
3250	3.235168296631064e-003	3.235936569296281e-003
3293	3.073707253649083e-003	3.090295432513592e-003
3296	2.870934526601920e-003	2.884031503126606e-003
3423	2.805223544924518e-003	2.818382931264455e-003
3604	2.744328568754617e-003	2.754228703338166e-003
3924	2.399122211654947e-003	2.454708915685031e-003
3933	2.392454308540959e-003	2.398832919019490e-003
3951	2.241414839665779e-003	2.290867652767772e-003
3963	2.237662374185656e-003	2.238721138568340e-003
3995	2.179891413464197e-003	2.187761623949552e-003
4065	2.126862933001683e-003	2.137962089502233e-003
4095	2.058205617150866e-003	2.089296130854039e-003
4134	2.036357648624643e-003	2.041737944669530e-003
4210	1.992495109296555e-003	1.995262314968879e-003
4226	1.859067296590689e-003	1.862087136662868e-003
4285	1.819520827630039e-003	1.819700858609983e-003
4432	1.778112274269050e-003	1.778279410038923e-003
4665	1.737424521218389e-003	1.737800828749376e-003
4957	1.696675976888162e-003	1.698243652461744e-003
5189	1.659514035932119e-003	1.659586907437561e-003
5281	9.291906061030808e-004	9.332543007969915e-004
5313	8.942217593415069e-004	9.120108393559096e-004
5484	8.912307561691479e-004	8.912509381337459e-004
5697	8.708497512448510e-004	8.709635899560805e-004
6407	8.495819110787561e-004	8.511380382023768e-004
7686	8.050650342936727e-004	8.128305161640995e-004
9077	7.829096653841905e-004	7.943282347242813e-004
9183	7.736651164541586e-004	7.762471166286919e-004
9922	7.536790508938518e-004	7.585775750291835e-004
10058	7.408909391366514e-004	7.413102413009177e-004
10535	7.228983801498279e-004	7.244359600749898e-004
11030	6.994817429633038e-004	7.079457843841380e-004
11295	6.866551018979150e-004	6.918309709189362e-004
12249	6.628524341075748e-004	6.760829753919819e-004
12337	6.590979454207391e-004	6.606934480075958e-004
13028	5.391191899007941e-004	5.495408738576249e-004
13380	5.363975189232040e-004	5.370317963702527e-004
13715	5.237736397828430e-004	5.248074602497728e-004
14218	5.125285815323899e-004	5.128613839913648e-004
14823	5.011494282727291e-004	5.011872336272725e-004
15848	4.847026136355348e-004	4.897788193684461e-004
16062	4.493016852253895e-004	4.570881896148752e-004
16717	1.796954282252683e-004	1.819700858609983e-004
16762	1.763417931214262e-004	1.778279410038923e-004
16989	1.737321778143564e-004	1.737800828749376e-004
17356	1.675235356752847e-004	1.698243652461744e-004
17698	1.642037984881384e-004	1.659586907437562e-004
18141	1.584777724799036e-004	1.584893192461114e-004
18308	1.545711263759575e-004	1.548816618912481e-004
19594	1.512953571174425e-004	1.513561248436209e-004
200001	1.492558603589655e-004	1.513561248436209e-004
%
% index = 531, name = bbob_f020_i03_d02__bbob_f021_i05_d02
% instance = 2, reference value = 9.292744748299620e-001
% function evaluation | indicator value | target hit
1	6.184804359257660e+003	6.309573444801930e+003
2	1.590788684811872e+003	1.621810097358930e+003
3	1.115697398636653e+003	1.122018454301963e+003
6	1.672853327489827e+002	1.698243652461744e+002
9	1.566960235809834e+002	1.584893192461114e+002
13	1.068899922986752e+002	1.071519305237606e+002
51	2.009713952930804e+001	2.041737944669530e+001
185	8.680023328814601e+000	8.709635899560805e+000
273	5.220656558467853e-001	5.248074602497725e-001
418	3.367851070531032e-001	3.388441561392026e-001
551	2.504724478035836e-001	2.511886431509580e-001
614	2.065333340922049e-001	2.089296130854039e-001
618	1.436214233391249e-001	1.445439770745928e-001
627	1.129889311720721e-001	1.148153621496883e-001
800	8.823717980278656e-002	8.912509381337455e-002
947	5.867119948427857e-002	5.888436553555890e-002
959	4.511252546289013e-002	4.570881896148749e-002
975	4.143909800627943e-002	4.168693834703355e-002
1074	3.802881624921262e-002	3.890451449942807e-002
1098	3.485219693513209e-002	3.548133892335755e-002
1121	3.377997244129305e-002	3.388441561392026e-002
1130	3.102383898733185e-002	3.162277660168379e-002
1210	3.088560960225750e-002	3.090295432513590e-002
1235	2.747479446796330e-002	2.754228703338166e-002
1275	2.632998822655042e-002	2.691534803926915e-002
1313	2.621908622737046e-002	2.630267991895382e-002
1352	2.134459616617535e-002	2.137962089502233e-002
1378	2.070028058754214e-002	2.089296130854040e-002
1446	1.604043159166679e-002	1.621810097358930e-002
1457	1.577443439244830e-002	1.584893192461113e-002
1497	1.516826047044884e-002	1.548816618912481e-002
1499	1.434906469936426e-002	1.445439770745927e-002
1520	1.261167037540245e-002	1.288249551693134e-002
1522	1.244655997921251e-002	1.258925411794168e-002
1557	1.219840743482625e-002	1.230268770812382e-002
1577	1.165186329823786e-002	1.174897554939530e-002
1633	1.123788370458501e-002	1.148153621496883e-002
1636	1.103263060917348e-002	1.122018454301964e-002
1659	1.049400700417802e-002	1.071519305237607e-002
1663	1.024865592376434e-002	1.047128548050900e-002
1685	1.018918175515282e-002	1.023292992280754e-002
1694	9.808036725585723e-003	1.000000000000000e-002
1712	9.675876674162698e-003	9.772372209558112e-003
1719	9.541082725716410e-003	9.549925860214359e-003
1762	9.100999683815170e-003	9.120108393559097e-003
1829	8.805941125784145e-003	8.912509381337459e-003
1849	8.678683174920820e-003	8.709635899560805e-003
1888	8.477635237065018e-003	8.511380382023768e-003
1936	8.128876989037526e-003	8.317637711026709e-003
1948	8.106024377078747e-003	8.128305161640995e-003
2018	7.763970512319696e-003	7.943282347242814e-003
2095	7.697119197270563e-003	7.762471166286920e-003
2101	7.568274004044029e-003	7.585775750291836e-003
2123	7.360508936273491e-003	7.413102413009177e-003
2141	7.233232436302250e-003	7.244359600749898e-003
2172	6.506522488477606e-003	6.606934480075957e-003
2196	6.453361687637216e-003	6.456542290346556e-003
2241	6.081309073638685e-003	6.165950018614822e-003
2249	5.840097339041228e-003	5.888436553555890e-003
2364	5.718706585823408e-003	5.754399373371567e-003
2378	5.594111013387582e-003	5.623413251903491e-003
2394	5.421570119799601e-003	5.495408738576248e-003
2414	5.361133427729481e-003	5.370317963702527e-003
2471	5.096199859340511e-003	5.128613839913648e-003
